Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 4561,https://www.congress.gov/bill/101st-congress/house-bill/4561,101st Congress (1989-1990),"To amend the Solid Waste Disposal Act to prohibit the transportation of solid waste from the State in which the waste was generated to another State for purposes of treatment, storage, or disposal, unless the State in which the waste was generated has in effect a law prohibiting nonreturnable beverage containers.","Carr, Bob [Rep.-D-MI-6] (Introduced 04/19/1990)",4/19/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/27/1990,0,,,,,
H.R. 4556,https://www.congress.gov/bill/101st-congress/house-bill/4556,101st Congress (1989-1990),To prohibit the operation of landfills within 3 miles of the Potomac River.,"Staggers, Harley O., Jr. [Rep.-D-WV-2] (Introduced 04/19/1990)",4/19/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/27/1990,0,,,,,
H.R. 4528,https://www.congress.gov/bill/101st-congress/house-bill/4528,101st Congress (1989-1990),To promote the conservation and enhancement of wetlands and to offset or prevent the loss of wetlands.,"Bennett, Charles E. [Rep.-D-FL-3] (Introduced 04/18/1990)",4/18/1990,"House - Ways and Means, Merchant Marine and Fisheries, Public Works and Transportation, Interior and Insular Affairs","Executive Comment Requested from Interior, DOD.",5/21/1990,26,,,,,
H.R. 4514,https://www.congress.gov/bill/101st-congress/house-bill/4514,101st Congress (1989-1990),"To require action to protect Antarctica by directing the Secretary of the Interior to prepare a plan for establishing an Antarctica World Park, to require interim protection of Antarctica, and for other purposes.","Vento, Bruce F. [Rep.-D-MN-4] (Introduced 04/04/1990)",4/4/1990,"House - Interior and Insular Affairs, Merchant Marine and Fisheries, Science, Space and Technology, Foreign Affairs",Subcommittee Hearings Held.,9/18/1990,13,,,,,
H.R. 4494,https://www.congress.gov/bill/101st-congress/house-bill/4494,101st Congress (1989-1990),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to limit the liability under that Act of lending institutions acquiring facilities through foreclosure or similar means and corporate fiduciaries administering estates or trusts.","LaFalce, John J. [Rep.-D-NY-32] (Introduced 04/04/1990)",4/4/1990,House - Energy and Commerce,Subcommittee Hearings Held.,8/2/1990,290,,,,,
H.R. 4465,https://www.congress.gov/bill/101st-congress/house-bill/4465,101st Congress (1989-1990),"To encourage, promote, and support tree planting and forest improvement projects on non-Federal lands, to authorize the Secretary of Agriculture to establish a rural tree planting program and a community tree planting program, to authorize the President to designate a private nonprofit organization as the National Tree Trust Foundation, and for other purposes.","de la Garza, E. [Rep.-D-TX-15] (Introduced 04/04/1990)",4/4/1990,House - Agriculture,Subcommittee Hearings Held.,4/18/1990,3,,,,,
H.R. 4460,https://www.congress.gov/bill/101st-congress/house-bill/4460,101st Congress (1989-1990),"To amend the Clean Air Act to provide benefits to workers terminated as a consequence of revision of the standards of that Act, and for other purposes.","Wise, Robert E., Jr. [Rep.-D-WV-3] (Introduced 04/03/1990)",4/3/1990,"House - Energy and Commerce, Education and Labor",Referred to the Subcommittee on Health and the Environment.,4/27/1990,49,,,,,
H.R. 4450,https://www.congress.gov/bill/101st-congress/house-bill/4450,101st Congress (1989-1990),Coastal Zone Act Reauthorization Amendments of 1990,"Hertel, Dennis M. [Rep.-D-MI-14] (Introduced 04/03/1990)",4/3/1990,House - Merchant Marine and Fisheries,See also H.R. 5835.,11/8/1990,2,,,,,
H.R. 4438,https://www.congress.gov/bill/101st-congress/house-bill/4438,101st Congress (1989-1990),To reauthorize and amend the Coastal Zone Management Act of 1972.,"Shumway, Norman D. [Rep.-R-CA-14] (Introduced 03/29/1990)",3/29/1990,House - Merchant Marine and Fisheries,See also H.R. 5835.,11/8/1990,9,,,,,
H.R. 4433,https://www.congress.gov/bill/101st-congress/house-bill/4433,101st Congress (1989-1990),"To disqualify any individual or business concern who violates a Federal environmental law, or who holds a beneficial business interest in a person who has violated such a law, from being eligible to receive certain benefits from the Environmental Protection Agency for a period of 10 years.","Paxon, Bill [Rep.-R-NY-31] (Introduced 03/29/1990)",3/29/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/27/1990,43,,,,,
H.R. 4333,https://www.congress.gov/bill/101st-congress/house-bill/4333,101st Congress (1989-1990),"Beaches Environmental Assessment, Closure, Health Act of 1990","Hughes, William J. [Rep.-D-NJ-2] (Introduced 03/21/1990)",3/21/1990,"House - Merchant Marine and Fisheries, Public Works and Transportation | Senate - Environment and Public Works",See also H.R. 5835.,11/8/1990,20,,,,,
H.R. 4332,https://www.congress.gov/bill/101st-congress/house-bill/4332,101st Congress (1989-1990),To direct the Administrator of the Environmental Protection Agency to carry out a study and make recommendations to the Congress with respect to the development of uniform standards and definitions of plastic degradability.,"Courter, Jim [Rep.-R-NJ-12] (Introduced 03/21/1990)",3/21/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/2/1990,12,,,,,
H.R. 4323,https://www.congress.gov/bill/101st-congress/house-bill/4323,101st Congress (1989-1990),Great Lakes Critical Programs Act of 1990,"Nowak, Henry [Rep.-D-NY-33] (Introduced 03/20/1990)",3/20/1990,House - Public Works and Transportation | Senate - Environment and Public Works,Became Public Law No: 101-596.,11/16/1990,26,,,,,
H.R. 4321,https://www.congress.gov/bill/101st-congress/house-bill/4321,101st Congress (1989-1990),"To establish an Office of Recycling Research and Information in the Department of Commerce, to require research on the recycling of scrap automotive tires, and for other purposes.","Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 03/20/1990)",3/20/1990,"House - Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Transportation and Hazardous Materials.,4/2/1990,13,,,,,
H.R. 4319,https://www.congress.gov/bill/101st-congress/house-bill/4319,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to establish a national program to provide loan guarantees to small businesses for the closure and replacement of underground storage tanks.,"Glickman, Dan [Rep.-D-KS-4] (Introduced 03/20/1990)",3/20/1990,"House - Energy and Commerce, Ways and Means",Referred to the Subcommittee on Transportation and Hazardous Materials.,4/2/1990,32,,,,,
H.R. 4289,https://www.congress.gov/bill/101st-congress/house-bill/4289,101st Congress (1989-1990),To require the Secretary of the Treasury to prohibit the importation of fish or wildlife products into the United States from countries violating international fish or wildlife conservation agreements.,"Owens, Wayne [Rep.-D-UT-2] (Introduced 03/15/1990)",3/15/1990,"House - Merchant Marine and Fisheries, Ways and Means","Executive Comment Requested from DOT, Commerce, Interior, State.",3/26/1990,33,,,,,
H.R. 4255,https://www.congress.gov/bill/101st-congress/house-bill/4255,101st Congress (1989-1990),"To amend the Federal Water Pollution Control Act to add Morro Bay, California, to the priority list of the national estuary program.","Panetta, Leon [Rep.-D-CA-16] (Introduced 03/13/1990)",3/13/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Referred to the Subcommittee on Water Resources.,3/26/1990,0,,,,,
H.R. 4239,https://www.congress.gov/bill/101st-congress/house-bill/4239,101st Congress (1989-1990),"To amend part C of title I of the Clean Air Act to improve air quality, and for other purposes.","Wyden, Ron [Rep.-D-OR-3] (Introduced 03/08/1990)",3/8/1990,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,4/27/1990,4,,,,,
H.R. 4220,https://www.congress.gov/bill/101st-congress/house-bill/4220,101st Congress (1989-1990),"To repeal the Asbestos Hazard Emergency Response Act of 1986 and amendments made by such Act, and for other purposes.","Thomas, Craig [Rep.-R-WY-At Large] (Introduced 03/07/1990)",3/7/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/14/1990,10,,,,,
H.R. 4219,https://www.congress.gov/bill/101st-congress/house-bill/4219,101st Congress (1989-1990),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act to reform the provisions of such Act governing exported pesticides, and for other purposes.","Synar, Mike [Rep.-D-OK-2] (Introduced 03/07/1990)",3/7/1990,"House - Agriculture, Energy and Commerce, Foreign Affairs",Referred to the Subcommittee on Health and the Environment.,3/21/1990,52,,,,,
H.R. 4214,https://www.congress.gov/bill/101st-congress/house-bill/4214,101st Congress (1989-1990),"To prevent and control infestations of the coastal and inland waters of the United States by the zebra mussel, and other nonindigenous aquatic nuisance species.","Nowak, Henry [Rep.-D-NY-33] (Introduced 03/07/1990)",3/7/1990,House - Merchant Marine and Fisheries,Joint Hearings Held by the Subcommittee on Oceanography and Great Lakes and by the Subcommittee on Fisheries and Wildlife Conservation and the Environment and by the Subcommittee on Coast Guard and Navigation.,6/14/1990,47,,,,,
H.R. 4210,https://www.congress.gov/bill/101st-congress/house-bill/4210,101st Congress (1989-1990),"To amend the Antarctic Conservation Act of 1978 to protect the environment of Antarctica, and for other purposes.","Jones, Walter B. [Rep.-D-NC-1] (Introduced 03/07/1990)",3/7/1990,"House - Merchant Marine and Fisheries, Science, Space and Technology, Energy and Commerce, Public Works and Transportation","Reported (Amended) by the Committee on Merchant Marine and Fisheries. H. Rept. 101-970, Part I.",10/27/1990,27,,,,,
H.R. 4207,https://www.congress.gov/bill/101st-congress/house-bill/4207,101st Congress (1989-1990),To provide for a program to monitor and improve air quality in regions along the border between the United States and the United States of Mexico.,"Coleman, Ronald D. [Rep.-D-TX-16] (Introduced 03/07/1990)",3/7/1990,"House - Foreign Affairs, Energy and Commerce",Referred to the Subcommittee on Health and the Environment.,4/27/1990,9,,,,,
H.R. 4197,https://www.congress.gov/bill/101st-congress/house-bill/4197,101st Congress (1989-1990),Clean Air Act Research Amendments of 1990,"Scheuer, James H. [Rep.-D-NY-8] (Introduced 03/06/1990)",3/6/1990,"House - Science, Space and Technology, Energy and Commerce",Referred to the Subcommittee on Health and the Environment.,4/27/1990,22,,,,,
H.R. 4183,https://www.congress.gov/bill/101st-congress/house-bill/4183,101st Congress (1989-1990),To amend the Federal Noxious Weed Act of 1974 to implement a national comprehensive plant management program that will alleviate damage to the environment by controlling or containing undesirable plant species on Federal lands.,"Dorgan, Byron L. [Rep.-D-ND-At Large] (Introduced 03/06/1990)",3/6/1990,House - Agriculture,See H.R.3950.,3/12/1990,16,,,,,
H.R. 4147,https://www.congress.gov/bill/101st-congress/house-bill/4147,101st Congress (1989-1990),"To amend the Solid Waste Disposal Act to require producers and importers of tires to recycle a certain percentage of scrap tires each year, to require the Administrator of the Environomental Protection Agency to establish a recycling credit system for carrying out such recycling requirement, to establish a management and traking system for such tires, and for other purposes.","Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 02/28/1990)",2/28/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/14/1990,66,,,,,
H.R. 4133,https://www.congress.gov/bill/101st-congress/house-bill/4133,101st Congress (1989-1990),To exempt agriculture from certain requirements under the Federal Water Pollution Control Act.,"Alexander, Bill [Rep.-D-AR-1] (Introduced 02/28/1990)",2/28/1990,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,3/12/1990,17,,,,,
H.R. 4076,https://www.congress.gov/bill/101st-congress/house-bill/4076,101st Congress (1989-1990),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to exempt a Federal department, agency, or instrumentality from liability under that Act when a facility is conveyed to the department, agency, or instrumentality due to bankruptcy, foreclosure, tax delinquency, abandonment, or similar means.","Conte, Silvio O. [Rep.-R-MA-1] (Introduced 02/22/1990)",2/22/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,3/5/1990,2,,,,,
H.R. 4063,https://www.congress.gov/bill/101st-congress/house-bill/4063,101st Congress (1989-1990),"To establish in the Environmental Protection Agency a Lake Champlain Program Office, and for other purposes.","Smith, Peter [Rep.-R-VT-At Large] (Introduced 02/21/1990)",2/21/1990,"House - Public Works and Transportation, Agriculture, Interior and Insular Affairs, Merchant Marine and Fisheries, Science, Space and Technology",See H.R.4323.,11/16/1990,2,,,,,
