Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 2546,https://www.congress.gov/bill/112th-congress/house-bill/2546,112th Congress (2011-2012),To amend the Solid Waste Disposal Act to require the Administrator of the Environmental Protection Agency to promulgate regulations on the management of medical waste.,"Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 07/14/2011)",7/14/2011,House - Energy and Commerce,Referred to the Subcommittee on Environment and the Economy.,7/15/2011,0,,,,,
H.R. 2541,https://www.congress.gov/bill/112th-congress/house-bill/2541,112th Congress (2011-2012),Silviculture Regulatory Consistency Act,"Herrera Beutler, Jaime [Rep.-R-WA-3] (Introduced 07/14/2011)",7/14/2011,House - Transportation and Infrastructure,"Placed on the Union Calendar, Calendar No. 495.",9/20/2012,62,,,,,
H.R. 2538,https://www.congress.gov/bill/112th-congress/house-bill/2538,112th Congress (2011-2012),"To amend the National Environmental Policy Act of 1969 to authorize assignment to States of Federal agency environmental review responsibilities, and for other purposes.","Calvert, Ken [Rep.-R-CA-44] (Introduced 07/14/2011)",7/14/2011,House - Natural Resources,Referred to the House Committee on Natural Resources.,7/14/2011,11,,,,,
H.R. 2484,https://www.congress.gov/bill/112th-congress/house-bill/2484,112th Congress (2011-2012),"To reauthorize the Harmful Algal Bloom and Hypoxia Research and Control Act of 1998 to include a comprehensive and integrated strategy to address harmful algal blooms and hypoxia, to provide for the development and implementation of a comprehensive research plan and action strategy to reduce harmful algal blooms and hypoxia, and for other purposes.","Harris, Andy [Rep.-R-MD-1] (Introduced 07/11/2011)",7/11/2011,"House - Science, Space, and Technology, Natural Resources","Placed on the Union Calendar, Calendar No. 271.",2/9/2012,9,,,,,
H.R. 2458,https://www.congress.gov/bill/112th-congress/house-bill/2458,112th Congress (2011-2012),"To amend the Clean Air Act to change the frequency of review of air quality criteria under section 108 of such Act and national primary and secondary ambient air quality standards under section 109 of such Act from 5-year intervals to 10-year intervals, and for other purposes.","Flake, Jeff [Rep.-R-AZ-6] (Introduced 07/08/2011)",7/8/2011,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,7/15/2011,9,,,,,
H.R. 2427,https://www.congress.gov/bill/112th-congress/house-bill/2427,112th Congress (2011-2012),"To amend the Federal Water Pollution Control Act to clarify a maintenance exemption regarding the removal of sediment, debris, and vegetation from certain structures.","Miller, Gary G. [Rep.-R-CA-42] (Introduced 07/06/2011)",7/6/2011,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/7/2011,8,,,,,
H.R. 2401,https://www.congress.gov/bill/112th-congress/house-bill/2401,112th Congress (2011-2012),Transparency in Regulatory Analysis of Impacts on the Nation Act of 2011,"Sullivan, John [Rep.-R-OK-1] (Introduced 06/24/2011)",6/24/2011,House - Energy and Commerce | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,9/26/2011,44,,,,,
H.R. 2396,https://www.congress.gov/bill/112th-congress/house-bill/2396,112th Congress (2011-2012),"To authorize the Administrator of the Environmental Protection Agency to award grants for electronic device recycling research, development, and demonstration projects, and for other purposes.","Sarbanes, John P. [Rep.-D-MD-3] (Introduced 06/24/2011)",6/24/2011,"House - Science, Space, and Technology",Referred to the Subcommittee on Energy and Environment.,6/29/2011,5,,,,,
H.R. 2386,https://www.congress.gov/bill/112th-congress/house-bill/2386,112th Congress (2011-2012),To amend the Oil Pollution Act of 1990 to facilitate the ability of persons affected by oil spills to seek judicial redress.,"Markey, Edward J. [Rep.-D-MA-7] (Introduced 06/24/2011)",6/24/2011,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,6/27/2011,2,,,,,
H.R. 2367,https://www.congress.gov/bill/112th-congress/house-bill/2367,112th Congress (2011-2012),To provide for the safe disposal of Federal Government-owned transuranic waste for the benefit of all Americans.,"Pearce, Stevan [Rep.-R-NM-2] (Introduced 06/24/2011)",6/24/2011,"House - Energy and Commerce, Armed Services",Referred to the Subcommittee on Strategic Forces.,8/15/2011,8,,,,,
H.R. 2273,https://www.congress.gov/bill/112th-congress/house-bill/2273,112th Congress (2011-2012),Coal Residuals Reuse and Management Act,"McKinley, David B. [Rep.-R-WV-1] (Introduced 06/22/2011)",6/22/2011,House - Energy and Commerce,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,10/18/2011,32,,,,,
H.R. 2250,https://www.congress.gov/bill/112th-congress/house-bill/2250,112th Congress (2011-2012),"To provide additional time for the Administrator of the Environmental Protection Agency to issue achievable standards for industrial, commercial, and institutional boilers, process heaters, and incinerators, and for other purposes.","Griffith, H. Morgan [Rep.-R-VA-9] (Introduced 06/21/2011)",6/21/2011,House - Energy and Commerce,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 201.,10/18/2011,126,,,,,
H.R. 2075,https://www.congress.gov/bill/112th-congress/house-bill/2075,112th Congress (2011-2012),"To require that spent nuclear fuel be stored in certified dry cask storage, and for other purposes.","Engel, Eliot L. [Rep.-D-NY-17] (Introduced 06/01/2011)",6/1/2011,House - Energy and Commerce,Referred to the Subcommittee on Environment and the Economy.,6/3/2011,4,,,,,
H.R. 2030,https://www.congress.gov/bill/112th-congress/house-bill/2030,112th Congress (2011-2012),"To establish centers of excellence for green infrastructure, and for other purposes.","Edwards, Donna F. [Rep.-D-MD-4] (Introduced 05/26/2011)",5/26/2011,"House - Transportation and Infrastructure, Science, Space, and Technology",Referred to the Subcommittee on Energy and Environment.,6/9/2011,45,,,,,
H.R. 2021,https://www.congress.gov/bill/112th-congress/house-bill/2021,112th Congress (2011-2012),Jobs and Energy Permitting Act of 2011,"Gardner, Cory [Rep.-R-CO-4] (Introduced 05/26/2011)",5/26/2011,House - Energy and Commerce,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 86.,6/27/2011,26,,,,,
H.R. 2018,https://www.congress.gov/bill/112th-congress/house-bill/2018,112th Congress (2011-2012),Clean Water Cooperative Federalism Act of 2011,"Mica, John L. [Rep.-R-FL-7] (Introduced 05/26/2011)",5/26/2011,House - Transportation and Infrastructure,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 103.,7/18/2011,39,,,,,
H.R. 2009,https://www.congress.gov/bill/112th-congress/house-bill/2009,112th Congress (2011-2012),"To amend the Clean Air Act to define next generation biofuel, and to allow States the option of not participating in the corn ethanol portions of the renewable fuel standard due to conflicts with agricultural, economic, energy, or environmental goals.","Bilbray, Brian P. [Rep.-R-CA-50] (Introduced 05/26/2011)",5/26/2011,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,6/3/2011,12,,,,,
H.R. 1967,https://www.congress.gov/bill/112th-congress/house-bill/1967,112th Congress (2011-2012),To encourage water efficiency.,"Holt, Rush [Rep.-D-NJ-12] (Introduced 05/24/2011)",5/24/2011,"House - Energy and Commerce, Oversight and Government Reform, Armed Services",Referred to the Subcommittee on Readiness.,6/24/2011,7,,,,,
H.R. 1931,https://www.congress.gov/bill/112th-congress/house-bill/1931,112th Congress (2011-2012),"To authorize the Secretary of the Interior, in consultation with the Groundwork USA national office, to provide grants to certain nonprofit organizations.","Tsongas, Niki [Rep.-D-MA-5] (Introduced 05/13/2011)",5/13/2011,"House - Energy and Commerce, Natural Resources, Financial Services","Referred to the Subcommittee on Insurance, Housing and Community Opportunity.",7/19/2011,7,,,,,
H.R. 1920,https://www.congress.gov/bill/112th-congress/house-bill/1920,112th Congress (2011-2012),To amend the Clean Air Act to conform the definition of renewable biomass to the definition given the term in the Farm Security and Rural Investment Act of 2002.,"Noem, Kristi L. [Rep.-R-SD-At Large] (Introduced 05/13/2011)",5/13/2011,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,5/23/2011,1,,,,,
H.R. 1907,https://www.congress.gov/bill/112th-congress/house-bill/1907,112th Congress (2011-2012),"To require the Secretary of the Treasury to establish a program to provide loans and loan guarantees to enable eligible public entities to acquire interests in real property that are in compliance with habitat conservation plans approved by the Secretary of the Interior under the Endangered Species Act of 1973, and for other purposes.","Calvert, Ken [Rep.-R-CA-44] (Introduced 05/13/2011)",5/13/2011,House - Natural Resources,Referred to the House Committee on Natural Resources.,5/13/2011,2,,,,,
H.R. 1872,https://www.congress.gov/bill/112th-congress/house-bill/1872,112th Congress (2011-2012),"To require the Administrator of the Environmental Protection Agency to consider the impact on employment levels and economic activity prior to issuing a regulation, policy statement, guidance, or other requirement, implementing any new or substantially altered program, or issuing or denying any permit, and for other purposes.","Capito, Shelley Moore [Rep.-R-WV-2] (Introduced 05/12/2011)",5/12/2011,"House - Energy and Commerce, Transportation and Infrastructure, Agriculture","Referred to the Subcommittee on Conservation, Energy, and Forestry.",6/8/2011,19,,,,,
H.R. 1829,https://www.congress.gov/bill/112th-congress/house-bill/1829,112th Congress (2011-2012),To provide for the eradication and control of nutria.,"Boustany, Charles W., Jr. [Rep.-R-LA-7] (Introduced 05/11/2011)",5/11/2011,House - Natural Resources,"Referred to the Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs.",5/24/2011,3,,,,,
H.R. 1705,https://www.congress.gov/bill/112th-congress/house-bill/1705,112th Congress (2011-2012),"To require analyses of the cumulative and incremental impacts of certain rules and actions of the Environmental Protection Agency, and for other purposes.","Sullivan, John [Rep.-R-OK-1] (Introduced 05/04/2011)",5/4/2011,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Energy and Power.,5/6/2011,29,,,,,
H.R. 1677,https://www.congress.gov/bill/112th-congress/house-bill/1677,112th Congress (2011-2012),"To direct the Administrator of the Environmental Protection Agency to convene a task force to develop recommendations on the proper disposal of unused pharmaceuticals, and for other purposes.","Miller, Candice S. [Rep.-R-MI-10] (Introduced 05/02/2011)",5/2/2011,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/3/2011,0,,,,,
H.R. 1651,https://www.congress.gov/bill/112th-congress/house-bill/1651,112th Congress (2011-2012),"To amend the Federal Water Pollution Control Act to create a designation for property owners who take actions to reduce nutrient and sediment runoff into the Chesapeake Bay watershed, and for other purposes.","Sarbanes, John P. [Rep.-D-MD-3] (Introduced 04/15/2011)",4/15/2011,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,4/18/2011,1,,,,,
H.R. 1633,https://www.congress.gov/bill/112th-congress/house-bill/1633,112th Congress (2011-2012),Farm Dust Regulation Prevention Act of 2011,"Noem, Kristi L. [Rep.-R-SD-At Large] (Introduced 04/15/2011)",4/15/2011,House - Energy and Commerce,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 256.,12/13/2011,121,,,,,
H.R. 1613,https://www.congress.gov/bill/112th-congress/house-bill/1613,112th Congress (2011-2012),To amend title VI of the Clean Air Act to make a restriction on the use of class II substances inapplicable to certain fire suppression agents.,"Heck, Joseph J. [Rep.-R-NV-3] (Introduced 04/15/2011)",4/15/2011,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,4/25/2011,4,,,,,
H.R. 1596,https://www.congress.gov/bill/112th-congress/house-bill/1596,112th Congress (2011-2012),"To provide for the use of funds in the Hazardous Substance Superfund for the purposes for which they were collected, to ensure adequate resources for the cleanup of hazardous substances under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980, and for other purposes.","Blumenauer, Earl [Rep.-D-OR-3] (Introduced 04/15/2011)",4/15/2011,"House - Ways and Means, Transportation and Infrastructure, Energy and Commerce, Budget",Referred to the Subcommittee on Environment and the Economy.,4/25/2011,15,,,,,
